# Adversarial-review coverage ledger. Verified by scripts/check-review-coverage.sh,
# which derives the package set from `go list ./...` at run time and fails if
# any package has no row, or if any row names a package that no longer exists.
#
# package	depth	last_pass	evidence	status_note
#
# depth is one of:
#   full-adversarial   a dedicated adversarial pass on this package specifically
#                      (not a package merely swept up in a directory-wide scan),
#                      with real findings or a well-evidenced zero.
#   targeted           a real, citable pass exists but is narrower than a full
#                      adversarial dive — a single-target dispatch, a specific
#                      reproduction attempt, or a fact-finding read for one
#                      question rather than an open-ended search.
#   structural-only    reviewed only to confirm a structural property (e.g.
#                      "this is genuinely generated code, not hand-edited"),
#                      not adversarially reviewed for vulnerabilities.
#   none               no package-specific review pass exists. Requires a
#                      status_note (see below) explaining why.
#
# status_note (required when depth=none, one of):
#   example                  sample/demo code, not shipped in any build.
#   test-helper              test infrastructure, not production code.
#   main-wiring               thin binary entrypoint with no logic of its own.
#   generated                 generated code (use structural-only + evidence
#                             instead if a structural confirmation pass exists).
#   uninvoked-but-specified   no production caller executes this code, but a
#                             test elsewhere treats its content as a spec to
#                             check the live system against — uninvoked is not
#                             the same as unused. (Added because migrations/
#                             needed a state the original four could not
#                             express; extend the set again if a future
#                             package needs one this set still can't say.)
#   pending                   genuinely unreviewed, no special status — an
#                             honest gap, to be closed by a real pass.
#
# A claimed pass (depth != none) with an empty last_pass or evidence is
# rejected by the checker — a citation-free "full-adversarial" is exactly the
# inherited-assumption failure this ledger exists to replace. See
# docs/adversarial-review-coverage-2026-09-08 discussion (or the equivalent
# memory/notes) for how the prior text-match approach got this wrong twice.
#
internal/cli/user	full-adversarial	2026-08-07 (findings-unreviewed)	internal-cli.json#internal-cli-05 (user.go:35, MEDIUM — unauthenticated --by actor); also part of cli-rbac batch (38 files) with no new finding; not confirmed fixed	-
internal/cli/writeguard	targeted	2026-09-06/07 (QUEUE.md full-suite verification)	write_guard_test.go's own package doc cites the internal-cli.json symlink findings (internal-cli-01/06) as its origin; QUEUE.md "Handoff — full-suite result" confirms this test passes as part of the verified suite. Not a CLI command — it is the enforced security invariant (CI-time AST sweep for unsafe os.WriteFile/os.Create outside securefiles) that closes those findings	-
internal/config	full-adversarial	baseline-2026-08-07/baseline/config-findings.json (2026-08-07)	keyorix-private/adversarial-review/baseline-2026-08-07/baseline/config-findings.json — well-evidenced zero: full ~1830-line config.go read, TLS cipher allowlist traced to TestTLSConfig_ResolveCipherSuites_RejectsWeakOrUnknownCiphers, CORS fallback traced through live go-chi/cors v1.2.2 source	-
internal/connect	full-adversarial	baseline-2026-08-07/baseline/connect-findings.json (2026-08-07)	keyorix-private/adversarial-review/baseline-2026-08-07/baseline/connect-findings.json — 3 findings incl. HIGH info-disclosure (server/http/handlers/connect.go:28 isSafeConnectError marker-phrase forgery via attacker-chosen ref) and medium (internal/core/connect.go:81 audit-log raw-error leak to audit.read-only role)	-
internal/core/storage	targeted	findings-core-2/core-storage.json (2026-08-08)	keyorix-private/adversarial-review/findings-core-2/core-storage.json — 5 findings incl. CORE-STORAGE-3 (medium, RestoreEnvironment vs bare-ID Get/DeleteEnvironment IDOR-shape asymmetry, interface.go:118), CORE-STORAGE-2 (Scope{0,0}-means-global zero-value hazard); explicitly self-scoped as contract-only, real enforcement in internal/storage/store reviewed separately	-
internal/crypto	full-adversarial	baseline-2026-08-07/baseline/crypto-findings.json (2026-08-07)	keyorix-private/adversarial-review/baseline-2026-08-07/baseline/crypto-findings.json — 2 findings: shamir_provider.go:193 log.Fatalf kills process instead of returning error (defeats MultiKeyProvider fallback); multi_provider.go:34 silent KMS-to-password downgrade with no strength-tier opt-in	-
internal/crypto/awskms	targeted	findings-gaps/crypto-awskms.json (2026-08-08 gap-remediation pass)	keyorix-private/adversarial-review/findings-gaps/crypto-awskms.json — 4 findings (mutable-alias KeyId pinning weakness; context-fallback no expiry/metric; encContext map not defensively copied; unredacted SDK errors); flagged as highest-priority remaining gap before this pass ran	-
internal/crypto/azurekms	full-adversarial	findings-gaps/crypto-azurekms.json (2026-08-08) + fix landed PR #1442 (G48, 2026-08-16 batch)	keyorix-private/adversarial-review/findings-gaps/crypto-azurekms.json crypto-azurekms-001 (medium, SSRF/token-exfil via unvalidated kms_key_id host) fixed via validateKeyVaultHost + dial-time re-validation; internal/crypto/azurekms/azurekms_test.go:TestValidateKeyVaultHost, TestNew_RejectsNonKeyVaultHost	-
internal/crypto/gcpkms	targeted	findings-gaps/crypto-gcpkms.json (2026-08-08 gap-remediation pass)	keyorix-private/adversarial-review/findings-gaps/crypto-gcpkms.json — 4 findings (AAD canonicalisation not injective, encContextAAD line 57; no CRC32C response verification; fallback event only logged not audited; unredacted errors); no subsequent fix/PR found for any of the 4	-
internal/delivery	full-adversarial	baseline-2026-08-07/baseline/delivery-findings.json (2026-08-07)	keyorix-private/adversarial-review/baseline-2026-08-07/baseline/delivery-findings.json — well-evidenced zero: review_notes empirically trace CRLF-injection defenses through vendored go-mail v0.8.1 and stdlib net/textproto DotWriter, verified with a standalone throwaway Go program	-
internal/di	full-adversarial	baseline-2026-08-07/baseline/di-findings.json (2026-08-07); re-verified 2026-09-09 (v0.92.0 release-gate check)	CONFIRMED FIXED 2026-09-09 via executed stdout-capture test with a distinctive marker password: PR #1449 (commit 3410c44c) removed the struct-dumping fmt.Println, pinned by internal/di/di_stdout_leak_test.go:TestInitializeApp_DoesNotLeakConfigSecretsToStdout. Doubly moot: the finding's only cited caller, cmd/secret, was deleted entirely as dead code in PR #1659 (2026-08-31) — no production/CLI path invokes InitializeApp() anymore	-
internal/i18n	full-adversarial	baseline-2026-08-07/baseline/i18n-findings.json (2026-08-07)	keyorix-private/adversarial-review/baseline-2026-08-07/baseline/i18n-findings.json — well-evidenced zero: traced path-traversal (none possible, go:embed-only) and format-string injection through go-i18n v2.6.0's message_template.go	-
internal/netutil	full-adversarial	REMEDIATION-STATUS.md group G48, PR #1442 (2026-08-16 batch)	Package created specifically to close a cross-module SSRF dial-time-revalidation gap (5 sites); internal/netutil/dialer_test.go:TestDialer_DialContext_DNSRebind directly proves the DNS-rebind defense; REMEDIATION-STATUS.md records independent reading of Dialer.DialContext to confirm literal-IP pinning	-
internal/notifychan	full-adversarial	baseline-2026-08-07/baseline/notifychan-findings.json (2026-08-07); SSRF finding fixed via PR #1442 G48	keyorix-private/adversarial-review/baseline-2026-08-07/baseline/notifychan-findings.json — HIGH SSRF-TOCTOU (secure_transport.go:24, remediated per QUEUE.md:234-236, now wired through netutil.Guard); HIGH race (delivery.go:95 send-on-closed-channel panic); medium (webhook.go:76 credential-leak-in-logs)	-
internal/secrettemplate	full-adversarial	baseline-2026-08-07/baseline/secrettemplate-findings.json (2026-08-07); re-verified 2026-09-09 (v0.92.0 release-gate check)	CONFIRMED FIXED 2026-09-09 via an end-to-end reproduction attempt (render, then actually attempt to source the output in a real bash subshell — guard rejected before any output was produced): PR #1449 (commit c45a10d0) added the exact metacharacter guard the finding's draft fix proposed, pinned by internal/secrettemplate/render_test.go:TestRender_RejectsShellMetacharacters and TestRender_RejectsShellMetacharacters_NoPartialOutput	-
internal/startup	full-adversarial	baseline-2026-08-07/baseline/startup-findings.json (2026-08-07)	keyorix-private/adversarial-review/baseline-2026-08-07/baseline/startup-findings.json — medium: server/main.go:1490 runStartupValidation() short-circuits ALL of ValidateStartup() (incl. unconditional validateEncryption/validateDatabase) behind cfg.Security.EnableFilePermissionCheck, false by default incl. in `keyorix system init`-generated configs	-
internal/utils/safeconv	none	-	keyorix-private/adversarial-review/targets/README.md lists as deliberately excluded ("small, 0 mutation survivors"); mutation/MANIFEST.md + MUTATION-SUMMARY-FOR-OPUS.md confirm "Clean (0 lived, all viable mutants killed)" — mutation/test-coverage confirmation only, not an adversarial security pass	pending
internal/version	none	-	keyorix-private/adversarial-review/targets/never-reviewed.txt:9 lists internal/version explicitly as "low risk," never assigned to any review batch; package itself is two build-injected string vars (Version, Commit) with zero logic	main-wiring
